Anom_ID,Accident_Date,Hour,Day_of_Week,Month_Name,Env,Light_Cond,Road,Traffic,Traffic_Control_Condition,Impact,Loc_Type,Severity,Injury_Event,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,Latitude,Longitude
20--1339,2020-01-26,15.0,Sunday,January,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36239374,-75.62565192
20--134,2020-01-05,13.0,Sunday,January,Clear,Daylight,Dry,No control,Not Applicable,SMV unattended vehicle,At/near private drive,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.3188933,-75.8931009
20--1340,2020-01-26,15.0,Sunday,January,Clear,Daylight,Slush,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.35272404,-75.7276879
20--1341,2020-01-26,15.0,Sunday,January,Snow,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33460794,-75.69319038
20--1342,2020-01-26,16.0,Sunday,January,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34301456,-75.67085465
20--1343,2020-01-26,17.0,Sunday,January,Rain,Dusk,Wet,IPS,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39287709,-75.73945063
20--1344,2020-01-26,17.0,Sunday,January,Rain,Dusk,Wet,Stop sign,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.26340567,-75.73507021
20--1345,2020-01-26,7.0,Sunday,January,Snow,Dawn,Slush,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.38378616,-75.67184222
20--1346,2020-01-26,19.0,Sunday,January,Snow,Dark,Slush,Stop sign,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34889498,-75.71603488
20--1347,2020-01-26,7.0,Sunday,January,Snow,Dawn,Loose snow,Traffic signal,01 - Functioning,SMV other,At intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.37718692,-75.73322594
20--1348,2020-01-26,7.0,Sunday,January,Snow,Dawn,Slush,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.29160541,-75.80000852
20--1349,2020-01-26,8.0,Sunday,January,Snow,Daylight,Loose snow,Stop sign,00 - Unknown,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.31518812,-75.99922447
20--135,2020-01-05,10.0,Sunday,January,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34285339,-75.91698122
20--1350,2020-01-26,8.0,Sunday,January,Snow,Daylight,Slush,No control,Not Applicable,Approaching,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42940803,-75.51789631
20--1351,2020-01-26,8.0,Sunday,January,Snow,Daylight,Slush,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40257551,-75.75274608
20--1352,2020-01-26,8.0,Sunday,January,Snow,Daylight,Slush,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.35247044,-75.73103293
20--1353,2020-01-26,9.0,Sunday,January,Snow,Daylight,Loose snow,No control,Not Applicable,Turning movement,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27004169,-75.5648758
20--1354,2020-01-26,9.0,Sunday,January,Snow,Daylight,Packed snow,No control,Not Applicable,Approaching,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42582931,-75.48806159
20--1355,2020-01-26,21.0,Sunday,January,Freezing Rain,Dark,Ice,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,2,0.0,2.0,0.0,0.0,45.37336064,-75.62420534
20--1356,2020-01-26,9.0,Sunday,January,Snow,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.15710943,-75.5695408
20--1357,2020-01-26,9.0,Sunday,January,Snow,Daylight,Slush,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.07263166,-75.64728574
20--1358,2020-01-26,9.0,Sunday,January,Snow,Daylight,Wet,No control,Not Applicable,Approaching,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42578626,-75.48792707
20--1359,2020-01-27,13.0,Monday,January,Clear,Daylight,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34309362,-75.78288643
20--1360,2020-01-27,1.0,Monday,January,Freezing Rain,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,1.0,0.0,0.0,0.0,45.34219954,-75.62026516
20--1361,2020-01-27,22.0,Monday,January,Snow,Dark,Wet,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37464959,-75.7092325
20--1362,2020-01-27,10.0,Monday,January,Clear,Daylight,Slush,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.44097416,-75.67730373
20--1363,2020-01-27,11.0,Monday,January,Clear,Daylight,Wet,Traffic signal,01 - Functioning,SMV unattended vehicle,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.37040765,-75.66330353
20--1364,2020-01-27,11.0,Monday,January,Clear,Daylight,Wet,No control,Not Applicable,Turning movement,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.31979705,-75.59545595
20--1365,2020-01-27,11.0,Monday,January,Clear,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.27026209,-75.87559107
20--1366,2020-01-27,11.0,Monday,January,Clear,Daylight,Slush,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41019243,-75.69249784
20--1368,2020-01-27,12.0,Monday,January,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Other,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4165494,-75.68926427
20--1369,2020-01-27,12.0,Monday,January,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40878851,-75.69378281
20--1370,2020-01-27,14.0,Monday,January,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36277763,-75.78772346
20--1371,2020-01-27,14.0,Monday,January,Clear,Daylight,Slush,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.34818902,-75.76813918
20--1372,2020-01-27,15.0,Monday,January,Clear,Daylight,Wet,No control,Not Applicable,Sideswipe,Non intersection,Non-Fatal Injury,1,2,1,0,0,1,0.0,1.0,0.0,0.0,45.40198628,-75.6950259
20--1373,2020-01-27,15.0,Monday,January,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37403323,-75.59724367
20--1374,2020-01-27,15.0,Monday,January,Rain,Daylight,Wet,Roundabout,01 - Functioning,Sideswipe,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46413876,-75.54014135
20--1375,2020-01-27,15.0,Monday,January,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3644745,-75.78347503
20--1376,2020-01-27,16.0,Monday,January,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Rear end,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39939329,-75.64781778
20--1377,2020-01-27,17.0,Monday,January,Snow,Dusk,Packed snow,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.39231798,-75.68211924
20--1378,2020-01-27,17.0,Monday,January,Clear,Dark,Dry,Traffic signal,03 - Obscured,Angle,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42285615,-75.58658804
20--1379,2020-01-27,17.0,Monday,January,Clear,Dark,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,2,0.0,2.0,0.0,0.0,45.35351365,-75.84652272
20--138,2020-01-05,12.0,Sunday,January,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.49447649,-75.48392088
20--1380,2020-01-27,6.0,Monday,January,Clear,Dark,Wet,No control,Not Applicable,Turning movement,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36300384,-75.6881362
20--1381,2020-01-27,6.0,Monday,January,Clear,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.17115677,-75.56697506
20--1382,2020-01-27,18.0,Monday,January,Rain,Dark,Wet,Traffic signal,01 - Functioning,Angle,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41308291,-75.68623487
20--1383,2020-01-27,6.0,Monday,January,Clear,Dark,Wet,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35096707,-75.78691814
20--1384,2020-01-27,6.0,Monday,January,Clear,Dark,Loose snow,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.34159254,-75.71588628
20--1385,2020-01-27,7.0,Monday,January,Clear,Dark,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38012314,-75.74414812
20--1386,2020-01-27,7.0,Monday,January,Clear,Dawn,Wet,No control,Not Applicable,Sideswipe,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.32247976,-75.56775172
20--1387,2020-01-27,7.0,Monday,January,Clear,Dawn,Slush,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,2,0.0,2.0,0.0,0.0,45.42263554,-75.69989823
20--1388,2020-01-27,7.0,Monday,January,Clear,Dawn,Wet,Roundabout,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27494419,-75.7776705
20--1389,2020-01-27,7.0,Monday,January,Clear,Dawn,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35212165,-75.65011469
20--139,2020-01-05,2.0,Sunday,January,Clear,Dark,Ice,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.48576192,-75.51601708
20--1390,2020-01-27,8.0,Monday,January,Freezing Rain,Daylight,Ice,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35203859,-75.44475444
20--1391,2020-01-27,20.0,Monday,January,Clear,Dark,Wet,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42322995,-75.68762317
20--1392,2020-01-27,8.0,Monday,January,Clear,Daylight,Ice,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.34999314,-75.44272221
20--1393,2020-01-27,8.0,Monday,January,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,2,0.0,2.0,0.0,0.0,45.45926488,-75.50997072
20--1394,2020-01-27,8.0,Monday,January,Clear,Daylight,Loose snow,Stop sign,04 - Missing/Damaged,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.36944356,-75.71535562
20--1395,2020-01-27,20.0,Monday,January,Clear,Dark,Dry,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.44723038,-75.62526279
20--1396,2020-01-27,8.0,Monday,January,Clear,Daylight,Wet,Roundabout,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,2,2.0,0.0,0.0,0.0,45.46413866,-75.54014144
20--1397,2020-01-28,10.0,Tuesday,January,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46819494,-75.54525191
20--1398,2020-01-28,11.0,Tuesday,January,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Angle,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27060833,-75.70507552
20--1218,2020-01-24,17.0,Friday,January,Clear,Dusk,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36437284,-75.74815573
20--1219,2020-01-24,17.0,Friday,January,Clear,Dusk,Slush,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.24965203,-75.98755921
20--122,2020-01-04,16.0,Saturday,January,Clear,Daylight,Slush,No control,Not Applicable,SMV unattended vehicle,At/near private drive,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.34188426,-75.62931244
20--1220,2020-01-24,17.0,Friday,January,Clear,Dark,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40961755,-75.74033017
20--1221,2020-01-24,18.0,Friday,January,Clear,Dark,Loose snow,No control,Not Applicable,Approaching,Overpass or bridge,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40964535,-75.75938656
20--1222,2020-01-24,18.0,Friday,January,Clear,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.31405775,-75.87875014
20--1223,2020-01-24,18.0,Friday,January,Clear,Dark,Dry,Stop sign,00 - Unknown,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41249995,-75.69689831
20--1224,2020-01-24,6.0,Friday,January,Clear,Dark,Wet,Traffic signal,01 - Functioning,Angle,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4025754,-75.75274612
20--1225,2020-01-24,6.0,Friday,January,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.04307569,-75.87015919
20--1226,2020-01-24,18.0,Friday,January,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.36982191,-75.95137572
20--1227,2020-01-24,6.0,Friday,January,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.35679729,-75.98841493
20--1228,2020-01-24,7.0,Friday,January,Clear,Dark,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34290643,-75.84225535
20--1229,2020-01-24,7.0,Friday,January,Rain,Dawn,Packed snow,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39790403,-75.66991517
20--123,2020-01-04,17.0,Saturday,January,Snow,Dusk,Slush,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35272094,-75.8073352
20--1230,2020-01-24,19.0,Friday,January,Clear,Dark,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35871688,-75.93715079
20--1231,2020-01-24,19.0,Friday,January,Clear,Dark,Wet,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.46938945,-75.45359851
20--1232,2020-01-24,8.0,Friday,January,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.47879153,-75.52608592
20--1233,2020-01-24,20.0,Friday,January,Snow,Dark,Loose snow,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.35973588,-76.06668001
20--1234,2020-01-24,8.0,Friday,January,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38697673,-75.69152167
20--1235,2020-01-24,8.0,Friday,January,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.27763833,-75.99602067
20--1236,2020-01-24,20.0,Friday,January,Clear,Dark,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33621875,-75.72491391
20--1237,2020-01-24,8.0,Friday,January,Clear,Daylight,Slush,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41887385,-75.59673535
20--1238,2020-01-24,9.0,Friday,January,Clear,Daylight,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40375201,-75.75172059
20--1239,2020-01-24,9.0,Friday,January,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39760567,-75.73067617
20--124,2020-01-04,17.0,Saturday,January,Snow,Dusk,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.28504624,-75.88564938
20--1240,2020-01-24,9.0,Friday,January,Clear,Daylight,Packed snow,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.36490379,-75.74724432
20--1241,2020-01-24,21.0,Friday,January,Clear,Dark,Wet,Traffic signal,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.43575376,-75.64383243
20--1242,2020-01-24,9.0,Friday,January,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.49529781,-75.48214705
20--1243,2020-01-25,13.0,Saturday,January,Snow,Daylight,Slush,No control,Not Applicable,Other,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40931856,-75.71108327
20--1244,2020-01-25,13.0,Saturday,January,Snow,Daylight,Wet,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.27542931,-75.73205742
20--1245,2020-01-25,13.0,Saturday,January,Snow,Daylight,Loose snow,Traffic signal,00 - Unknown,Rear end,Intersection related,Non-Fatal Injury,1,3,0,0,0,1,0.0,1.0,0.0,0.0,45.42133827,-75.65822564
20--1246,2020-01-25,10.0,Saturday,January,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3670962,-75.64046855
20--1247,2020-01-25,10.0,Saturday,January,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34655161,-75.70121313
20--1248,2020-01-25,11.0,Saturday,January,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41216753,-75.65825531
20--125,2020-01-04,17.0,Saturday,January,Clear,Dusk,Wet,Traffic signal,01 - Functioning,Rear end,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40165386,-75.68761232
20--1255,2020-01-25,0.0,Saturday,January,Clear,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.43466749,-75.47275725
20--1256,2020-01-25,12.0,Saturday,January,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,3,0.0,1.0,2.0,0.0,45.42853137,-75.39302305
20--1257,2020-01-25,14.0,Saturday,January,Rain,Daylight,Slush,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.24603261,-75.97073805
20--1258,2020-01-25,14.0,Saturday,January,Freezing Rain,Daylight,Slush,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37403318,-75.59724358
20--1259,2020-01-25,14.0,Saturday,January,Snow,Daylight,Slush,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.26895318,-75.78011984
20--126,2020-01-04,17.0,Saturday,January,Clear,Dark,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.28315572,-75.91181922
20--1260,2020-01-25,14.0,Saturday,January,Snow,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.32289067,-75.77209925
20--1261,2020-01-25,15.0,Saturday,January,Snow,Daylight,Slush,Traffic signal,01 - Functioning,Other,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42974917,-75.68894853
20--1262,2020-01-25,15.0,Saturday,January,Snow,Daylight,Slush,Stop sign,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36025542,-75.71008322
20--1263,2020-01-25,15.0,Saturday,January,Freezing Rain,Daylight,Slush,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34616242,-75.71909711
20--1264,2020-01-25,15.0,Saturday,January,Snow,Daylight,Slush,Stop sign,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.29700862,-75.90730236
20--1265,2020-01-25,15.0,Saturday,January,Snow,Daylight,Packed snow,Traffic signal,01 - Functioning,SMV other,At intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.35991149,-75.63172759
20--1266,2020-01-25,15.0,Saturday,January,Snow,Daylight,Packed snow,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.38673877,-75.7368761
